02, 79473535479, 79310871078, 20230704040817, 20230704054055
02, 79382684657, 79260115618, 20230409222902, 20230409225928
01, 79952751360, 79796966178, 20231231234130, 20240101005758
02, 79849427746, 79087013042, 20231130013640, 20231130032354
02, 79586362978, 79337418588, 20230515234953, 20230516013022
02, 79571153609, 79606082227, 20230731131224, 20230731145418
01, 79516411978, 79815679158, 20231006023948, 20231006034403
02, 79528482849, 79983084972, 20230414211558, 20230414211827
01, 79473535479, 79937934242, 20231018212852, 20231018220716
02, 79627748163, 79865397007, 20230131032827, 20230131041658
02, 79506732936, 79478985373, 20231231205137, 20231231220454
01, 79632449093, 79021874580, 20231012162741, 20231012172334
01, 79528617398, 79621000774, 20230701063053, 20230701065950
02, 79883423990, 79477747863, 20231218211736, 20231218213751
02, 79068039863, 79715702980, 20230402031710, 20230402034137
02, 79706650165, 79723472122, 20231116200030, 20231116201233
01, 79837273438, 79600003526, 20230630231616, 20230701001446
02, 79731580431, 79021571812, 20230923132329, 20230923140104
02, 79547205305, 79146573783, 20230901211530, 20230901223401
02, 79473535479, 79738905765, 20231119223430, 20231120003041
02, 79440111327, 79610865793, 20230605040429, 20230605055804
01, 79843010140, 79425066966, 20231031222046, 20231031231441
02, 79128567869, 79833994582, 20231004203143, 20231004214455
01, 79626234098, 79854055431, 20230631111917, 20230630131038
02, 79625130391, 79853801112, 20231031220538, 20231031224654
02, 79890256880, 79754830037, 20231231221650, 20240101000643
02, 79957743861, 79217071090, 20231130203804, 20231130223346
01, 79264845779, 79111570581, 20230619222920, 20230619224313
02, 79194246486, 79817363960, 20231019094745, 20231019103311
02, 79646371296, 79404722331, 20231124095542, 20231124113925
01, 79885692948, 79867576185, 20230430152636, 20230430162728
02, 79300701074, 79804314434, 20230230020610, 20230228024400
01, 79094907146, 79049384466, 20230711221635, 20230711223450
02, 79145689738, 79611075382, 20231031225722, 20231031233730
01, 79765167576, 79930754704, 20230830205939, 20230830222204
02, 79586362978, 79434544941, 20231230213542, 20231230215300
02, 79518264293, 79885953335, 20230508232202, 20230509001623
02, 79697111433, 79477321798, 20230726163158, 20230726164321
02, 79805819089, 79481648247, 20230130221129, 20230130234610
01, 79034712525, 79283123484, 20231112105641, 20231112113725
01, 79883423990, 79435419497, 20231204164501, 20231204175358
01, 79111713769, 79706776737, 20231005204251, 20231005204924
01, 79959446745, 79544051490, 20231027202950, 20231027221416
02, 79527860845, 79642645690, 20230607081155, 20230607082202
01, 79294011842, 79593720199, 20231130015103, 20231130020001
01, 79218850469, 79527294531, 20230508200230, 20230508211506
01, 79838798716, 79788454075, 20231030001657, 20231030002058
02, 79592289373, 79341943596, 20230731161552, 20230731175854
01, 79462791769, 79903301518, 20230819224637, 20230820003958
02, 79716309267, 79067635312, 20231111095545, 20231111110549
01, 79746837666, 79194010603, 20231113232113, 20231113234346
02, 79276509392, 79294870080, 20231031014758, 20231031024542
01, 79592289373, 79773131887, 20231020062939, 20231020075704
01, 79318676165, 79833060082, 20230702122240, 20230702125934
02, 79709506687, 79952051629, 20231031083921, 20231031092152
02, 79056940429, 79847227167, 20231208213112, 20231208231427
02, 79276509392, 79269971919, 20230104041747, 20230104060546
02, 79811414469, 79599160536, 20231107203821, 20231107215358
01, 79152514451, 79640801907, 20230208135133, 20230208150626
01, 79646371296, 79473713774, 20230307235519, 20230308001519
02, 79111713769, 79274024590, 20231230181413, 20231230184225
02, 79541566782, 79146372068, 20230603221206, 20230603224704
01, 79579790596, 79129222504, 20230109210517, 20230109211531
02, 79704433320, 79480380207, 20231203224225, 20231203225852
01, 79243728695, 79511022102, 20231227231940, 20231227233411
02, 79057022194, 79086518781, 20231107232451, 20231108011216
01, 79089713418, 79060970391, 20231017233444, 20231018005233
01, 79790899693, 79246762065, 20231102211731, 20231102213252
02, 79837273438, 79228760383, 20231229064942, 20231229080647
01, 79837273438, 79668064977, 20230330081927, 20230330093523
01, 79444054850, 79661418034, 20230830203819, 20230830215707
02, 79509142587, 79939667363, 20230703153635, 20230703164308
02, 79702477677, 79250133053, 20231107212113, 20231107221151
02, 79706579254, 79423011603, 20230703223151, 20230703225522
02, 79849427746, 79589591976, 20230213232442, 20230213235131
02, 79460049109, 79137004981, 20230110222758, 20230110224827
02, 79161367914, 79667298326, 20230531213802, 20230531225506
01, 79409761187, 79745121452, 20231203211720, 20231203222645
02, 79087588641, 79514066901, 20231006234251, 20231007011209
01, 79213189419, 79848025360, 20230211153734, 20230211170628
02, 79737705324, 79819618673, 20230705153118, 20230705164340
01, 79358798014, 79965914546, 20231230002250, 20231230013853
02, 79926299353, 79959068588, 20231131161109, 20231130162819
01, 79253271123, 79423044195, 20230805125125, 20230805131658
02, 79528482849, 79495156382, 20230604011127, 20230604023546
01, 79625130391, 79101985313, 20231123233127, 20231123234457
01, 79167268425, 79763284583, 20230131225710, 20230201003705
02, 79124578707, 79460337041, 20230311163500, 20230311170144
02, 79138547428, 79316109233, 20231103213324, 20231103220444
02, 79648881576, 79268127209, 20231130142514, 20231130144321
02, 79138547428, 79875455079, 20230709235550, 20230710001613
02, 79545072970, 79086528824, 20230411175659, 20230411184629
02, 79541566782, 79854437154, 20230917131214, 20230917150455
02, 79709310680, 79821092780, 20230330224242, 20230330233213
01, 79137481465, 79526758535, 20230206234917, 20230207012900
01, 79490714444, 79946190257, 20230828035031, 20230828041938
02, 79926299353, 79481650595, 20230223130223, 20230223135142
02, 79838798716, 79244966792, 20231131140106, 20231130155610
01, 79020735488, 79934243892, 20231231225538, 20231231233722
02, 79926299353, 79840974349, 20230303030606, 20230303035651
01, 79018109088, 79831081106, 20230630010541, 20230630021402
02, 79161367914, 79955310038, 20231201210322, 20231201214747
